time,avg_rss12,var_rss12,avg_rss13,var_rss13,avg_rss23,var_rss23,activity
54000,27.00,0.00,11.50,0.87,10.75,0.83,ly
54250,27.00,0.00,10.25,1.30,10.00,0.71,ly
54500,27.00,0.00,12.00,0.00,10.00,0.82,ly
54750,27.00,0.00,11.50,0.50,10.00,1.00,ly
55000,27.00,0.00,11.25,0.83,11.33,0.94,ly
55250,27.00,0.00,10.25,0.83,9.67,0.47,ly
55500,25.75,1.30,11.25,0.83,9.00,0.71,ly
55750,25.00,1.58,10.50,1.50,7.50,2.69,ly
56000,27.25,0.43,7.00,1.87,4.50,2.69,ly
56250,27.00,0.00,11.00,1.22,6.00,2.45,ly
56500,27.00,0.00,9.00,0.00,0.00,0.00,ly
56750,27.00,0.00,11.33,0.94,7.00,0.00,ly
57000,27.50,0.50,8.00,2.74,7.25,1.48,ly
57250,26.25,1.48,10.50,1.50,5.50,4.50,ly
57500,25.00,1.22,9.50,1.50,9.75,0.83,ly
57750,27.00,0.00,9.75,0.83,10.00,0.71,ly
58000,27.00,0.00,11.50,0.87,10.50,0.50,ly
58250,27.00,0.00,9.25,0.43,9.50,0.87,ly
58500,26.75,0.43,9.00,0.82,10.00,0.82,ly
58750,27.00,0.00,10.33,1.25,10.25,0.83,ly
59000,25.67,1.25,10.50,0.87,10.67,1.25,ly
59250,24.00,0.00,9.67,0.94,10.67,0.94,ly
59500,26.25,1.30,8.75,2.59,5.50,0.50,ly
59750,27.00,0.00,6.25,1.30,3.67,0.47,ly
60000,26.25,0.83,9.50,1.12,6.00,0.00,ly
60250,24.75,0.83,8.67,0.47,8.75,1.79,ly
60500,26.50,0.87,10.25,0.83,10.75,0.43,ly
60750,27.50,0.50,6.25,3.42,6.50,2.06,ly
61000,27.00,0.00,3.00,2.16,1.33,0.47,ly
61250,27.00,0.00,6.25,0.43,2.00,0.00,ly
61500,27.25,0.43,6.50,0.50,2.00,0.00,ly
61750,27.00,0.00,5.33,0.94,1.33,0.47,ly
62000,27.25,0.43,4.00,2.16,4.00,2.16,ly
62250,25.00,1.22,5.75,1.92,5.75,0.83,ly
62500,26.25,1.48,6.25,1.09,4.75,0.83,ly
62750,28.33,0.47,3.00,1.00,5.33,0.94,ly
63000,27.75,0.43,1.75,0.43,6.00,0.71,ly
63250,28.00,0.00,0.00,0.00,4.33,0.94,ly
63500,27.67,0.47,1.00,0.00,1.33,0.47,ly
63750,25.00,1.22,6.25,1.09,4.00,0.00,ly
64000,25.75,1.09,5.75,1.64,4.00,1.63,ly
64250,27.00,0.00,4.50,1.50,4.00,0.00,ly
64500,27.00,0.00,3.33,2.05,0.00,0.00,ly
64750,27.00,0.00,6.00,0.71,0.00,0.00,ly
65000,27.00,0.00,3.33,1.25,1.00,0.00,ly
65250,27.00,0.00,7.00,2.00,7.67,0.94,ly
65500,25.25,1.30,6.33,1.25,5.67,0.47,ly
65750,25.50,1.12,5.00,1.00,3.20,1.33,ly
66000,27.75,0.43,0.00,0.00,4.75,0.83,ly
66250,27.00,0.00,3.67,2.05,4.33,0.94,ly
66500,27.00,0.00,6.00,0.71,4.00,0.71,ly
66750,27.75,0.43,2.00,1.00,5.00,0.71,ly
67000,27.00,0.71,1.00,0.00,4.00,0.71,ly
67250,24.00,0.00,5.67,0.47,3.00,1.00,ly
67500,25.75,1.30,6.75,1.48,5.50,1.12,ly
67750,27.00,0.00,5.00,2.94,6.25,0.43,ly
68000,27.00,0.00,5.00,2.00,4.75,0.43,ly
68250,27.00,0.00,6.00,0.00,2.00,1.41,ly
68500,27.00,0.00,3.00,2.00,5.00,0.82,ly
68750,27.00,0.00,5.00,0.00,4.33,1.25,ly
69000,26.50,0.87,5.50,1.12,6.00,0.71,ly
69250,24.75,1.30,3.33,1.25,3.67,2.05,ly
69500,27.50,0.50,1.00,0.00,6.25,0.43,ly
69750,27.25,0.43,4.00,1.63,6.25,0.43,ly
70000,27.50,0.50,4.67,0.47,6.50,0.50,ly
70250,27.75,0.43,1.00,0.00,7.75,1.30,ly
70500,26.50,0.87,4.67,2.05,5.50,1.12,ly
70750,24.50,0.87,3.33,1.25,7.50,2.06,ly
71000,26.50,0.87,7.00,2.45,9.00,0.71,ly
71250,27.00,0.00,2.67,0.47,5.00,0.71,ly
71500,27.00,0.00,6.00,1.22,4.25,0.83,ly
71750,27.00,0.00,6.00,0.82,3.67,0.94,ly
72000,27.00,0.00,2.00,0.00,2.67,1.25,ly
72250,26.67,0.47,6.67,0.94,6.00,0.00,ly
72500,24.00,0.00,4.50,1.12,4.67,0.47,ly
72750,27.50,0.50,2.50,0.50,6.50,0.50,ly
73000,28.00,0.00,0.00,0.00,5.75,0.83,ly
73250,27.75,0.43,0.00,0.00,6.25,0.43,ly
73500,27.25,0.43,1.50,0.50,5.50,0.87,ly
73750,26.67,0.47,6.00,0.00,3.50,1.50,ly
74000,24.25,0.43,3.50,1.80,4.00,0.82,ly
74250,27.00,0.00,3.33,0.47,6.00,0.82,ly
74500,27.00,0.00,0.00,0.00,2.00,0.82,ly
74750,27.00,0.00,1.67,0.94,0.00,0.00,ly
75000,27.00,0.00,0.00,0.00,0.00,0.00,ly
75250,27.00,0.00,5.00,0.00,3.33,1.89,ly
75500,26.00,1.22,3.00,0.71,5.25,1.09,ly
75750,24.50,0.87,3.75,1.30,3.00,1.63,ly
76000,27.00,0.82,1.00,0.00,5.50,0.50,ly
76250,28.00,0.00,1.00,0.00,5.00,2.31,ly
76500,28.00,0.00,0.00,0.00,5.67,0.47,ly
76750,27.67,0.47,2.00,0.00,2.50,1.50,ly
77000,26.25,0.83,7.50,1.50,8.00,0.00,ly
77250,24.50,0.50,5.67,0.47,8.75,0.43,ly
77500,27.00,0.00,8.25,1.30,8.25,1.48,ly
77750,27.25,0.43,3.00,2.00,9.00,0.00,ly
78000,27.00,0.00,1.00,0.00,8.50,0.50,ly
78250,27.00,0.00,1.00,0.00,9.00,0.71,ly
78500,27.00,0.00,5.67,1.25,10.50,1.12,ly
78750,26.75,0.43,7.25,1.79,11.75,0.43,ly
79000,25.00,0.71,6.25,1.64,10.75,1.64,ly
79250,27.00,0.71,6.67,2.05,3.50,2.50,ly
79500,28.50,0.50,2.50,1.50,7.75,1.48,ly
79750,28.00,0.00,4.00,0.00,8.33,0.94,ly
80000,27.75,0.43,1.00,0.00,5.50,0.50,ly
80250,26.25,0.83,5.67,3.30,5.33,0.47,ly
80500,24.67,0.47,3.50,1.66,9.33,0.47,ly
80750,27.00,0.00,7.50,1.12,8.75,1.09,ly
81000,27.00,0.00,4.00,0.00,7.00,0.82,ly
81250,27.00,0.00,3.50,0.50,3.00,1.00,ly
81500,27.50,0.50,3.25,0.43,1.00,0.00,ly
81750,27.00,0.00,5.00,0.00,1.50,0.50,ly
82000,27.00,0.00,2.00,0.00,3.50,2.50,ly
82250,26.50,0.87,4.00,1.00,5.33,0.47,ly
82500,24.67,0.47,3.50,0.50,3.67,1.25,ly
82750,27.67,0.47,1.00,0.00,5.00,0.71,ly
83000,27.33,0.47,4.00,1.00,6.33,0.47,ly
83250,27.00,0.00,4.25,0.83,4.80,0.40,ly
83500,27.67,0.47,1.00,0.00,4.67,0.94,ly
83750,26.50,0.87,2.67,1.25,2.75,0.83,ly
84000,24.75,0.43,2.50,0.50,3.00,0.82,ly
84250,27.00,0.00,2.67,0.94,4.75,0.83,ly
84500,27.50,0.87,0.00,0.00,1.00,0.00,ly
84750,29.75,0.43,3.50,1.66,0.00,0.00,ly
85000,29.25,0.83,5.50,0.50,0.00,0.00,ly
85250,28.00,0.00,4.50,1.80,4.33,1.89,ly
85500,27.75,0.43,11.00,1.58,7.50,0.87,ly
85750,27.00,0.71,10.50,1.66,8.25,0.83,ly
86000,25.00,0.71,7.25,0.83,5.00,2.55,ly
86250,26.25,0.83,7.33,1.25,6.33,0.94,ly
86500,29.00,1.22,2.50,0.50,7.25,1.09,ly
86750,30.00,0.00,2.50,0.50,7.25,0.83,ly
87000,29.75,0.43,5.33,0.47,4.25,1.09,ly
87250,27.25,0.43,1.67,0.94,3.00,1.00,ly
87500,27.33,0.47,1.00,0.00,2.00,0.00,ly
87750,29.75,0.43,1.50,0.50,2.33,1.25,ly
88000,29.00,0.00,1.00,0.00,0.00,0.00,ly
88250,29.50,0.50,0.00,0.00,0.00,0.00,ly
88500,29.50,0.50,0.00,0.00,0.00,0.00,ly
88750,29.00,0.00,2.00,1.00,0.00,0.00,ly
89000,29.75,0.43,2.50,0.50,4.00,0.00,ly
89250,27.25,0.43,0.00,0.00,2.67,1.25,ly
89500,28.50,1.12,5.00,0.00,5.50,0.50,ly
89750,29.75,0.43,5.00,0.00,6.00,0.82,ly
90000,29.00,0.00,3.67,1.89,4.50,1.80,ly
90250,29.25,0.43,4.67,0.47,3.00,1.00,ly
90500,29.67,0.47,1.00,0.00,6.33,0.47,ly
90750,29.25,0.83,5.00,0.82,5.00,0.71,ly
91000,27.00,0.00,2.00,0.00,2.50,0.50,ly
91250,28.00,0.82,0.00,0.00,3.00,0.82,ly
91500,30.00,0.00,3.00,0.00,3.00,0.00,ly
91750,29.50,0.50,2.00,0.00,0.00,0.00,ly
92000,29.25,0.43,0.00,0.00,0.00,0.00,ly
92250,29.50,0.50,0.00,0.00,0.00,0.00,ly
92500,29.75,0.43,1.00,0.00,0.00,0.00,ly
92750,28.75,1.09,1.50,0.50,3.00,1.00,ly
93000,27.25,0.43,2.00,0.00,3.67,1.25,ly
93250,29.75,0.43,4.00,0.00,0.00,0.00,ly
93500,29.67,0.47,3.00,0.00,5.33,0.47,ly
93750,28.50,0.50,5.25,0.43,2.50,1.50,ly
94000,29.67,0.47,4.00,1.00,4.67,0.94,ly
94250,29.75,0.43,3.67,1.25,4.50,0.50,ly
94500,27.50,0.50,2.00,0.00,3.00,0.00,ly
94750,28.00,1.00,3.00,0.00,3.67,1.25,ly
95000,30.00,0.00,2.00,0.00,2.67,1.25,ly
95250,29.75,0.43,1.00,0.00,0.00,0.00,ly
95500,30.00,0.00,0.00,0.00,1.50,0.50,ly
95750,29.75,0.43,0.00,0.00,1.00,0.00,ly
96000,29.00,0.00,0.00,0.00,0.00,0.00,ly
96250,29.75,0.43,4.00,0.00,4.50,0.50,ly
96500,27.25,0.43,0.00,0.00,2.67,0.47,ly
96750,28.67,1.25,3.00,2.00,4.50,0.50,ly
97000,30.00,0.00,6.00,1.63,5.50,0.50,ly
97250,29.33,0.47,1.00,0.00,7.00,0.82,ly
97500,29.75,0.43,3.00,1.22,6.67,0.47,ly
97750,30.00,0.00,5.50,0.50,5.50,0.50,ly
98000,28.67,0.47,3.00,0.00,4.25,1.09,ly
98250,27.00,0.00,0.00,0.00,2.33,1.89,ly
98500,28.00,0.71,6.00,0.00,5.00,1.00,ly
98750,30.00,0.00,3.67,1.70,3.00,1.58,ly
99000,29.75,0.43,3.00,0.00,0.00,0.00,ly
99250,30.00,0.00,0.00,0.00,0.00,0.00,ly
99500,30.00,0.00,0.00,0.00,1.00,0.00,ly
99750,29.33,0.47,0.00,0.00,0.00,0.00,ly
100000,29.50,0.50,4.67,1.25,0.00,0.00,ly
100250,29.00,0.82,3.67,0.47,3.33,0.47,ly
100500,27.00,0.00,2.00,0.00,2.00,0.00,ly
100750,28.75,0.83,6.00,1.00,5.33,1.70,ly
101000,29.75,0.43,5.75,1.92,7.20,0.75,ly
101250,29.50,0.50,1.00,0.00,6.75,0.83,ly
101500,30.00,0.00,5.00,2.24,6.75,0.43,ly
101750,29.00,0.71,8.00,0.00,5.50,1.12,ly
102000,27.75,0.43,1.00,0.00,5.75,2.95,ly
102250,28.50,1.12,6.75,2.49,9.50,1.50,ly
102500,30.00,0.00,4.50,1.80,11.00,0.00,ly
102750,30.00,0.00,7.00,2.16,11.00,0.82,ly
103000,30.00,0.00,10.25,1.48,12.00,0.71,ly
103250,30.00,0.00,12.00,1.41,14.67,0.47,ly
103500,30.00,0.00,10.00,0.82,13.00,1.22,ly
103750,30.00,0.00,12.25,0.43,15.00,0.71,ly
104000,28.50,0.50,9.75,1.48,17.00,1.22,ly
104250,30.00,0.00,11.67,1.25,15.00,0.71,ly
104500,30.00,0.00,10.50,0.87,15.75,0.83,ly
104750,30.00,0.00,12.50,0.87,16.50,1.12,ly
105000,30.00,0.00,10.75,0.83,15.50,1.12,ly
105250,29.75,0.43,9.25,1.92,14.50,0.50,ly
105500,29.50,0.50,11.50,0.87,13.00,0.71,ly
105750,29.75,0.43,11.25,0.43,12.50,0.50,ly
106000,30.00,0.00,10.50,1.50,12.67,0.94,ly
106250,29.75,0.43,11.67,0.47,12.00,0.00,ly
106500,28.25,1.09,9.50,5.02,15.50,0.50,ly
106750,26.75,0.43,6.50,4.61,15.00,0.71,ly
107000,28.33,0.94,10.75,1.30,14.00,2.16,ly
107250,28.75,0.43,12.25,0.43,16.50,1.12,ly
107500,29.00,0.71,12.75,0.83,16.00,1.00,ly
107750,28.33,0.47,11.67,0.47,16.50,0.87,ly
108000,28.75,0.43,8.00,1.41,15.75,1.48,ly
108250,28.75,0.83,7.75,2.17,13.00,1.00,ly
108500,29.75,0.43,8.33,2.49,13.50,0.87,ly
108750,28.50,1.12,6.00,3.24,11.75,0.43,ly
109000,30.00,0.00,6.00,2.16,10.25,1.30,ly
109250,29.75,0.43,11.25,1.92,11.75,0.43,ly
109500,28.75,0.43,12.00,0.00,9.33,0.47,ly
109750,28.25,0.43,13.00,1.00,9.00,0.71,ly
110000,27.50,0.87,12.75,0.83,9.50,0.87,ly
110250,29.67,0.47,9.00,0.71,8.67,2.05,ly
110500,29.67,0.47,12.00,0.00,8.33,3.30,ly
110750,29.25,0.83,12.00,0.00,10.50,0.50,ly
111000,29.67,0.47,10.67,1.25,9.25,0.43,ly
111250,29.25,0.43,11.50,0.50,11.00,1.22,ly
111500,29.50,0.50,12.00,0.00,12.00,0.00,ly
111750,29.25,0.43,11.25,0.83,10.50,0.50,ly
112000,29.50,0.50,11.00,1.00,10.50,0.50,ly
112250,28.75,0.83,11.25,1.30,11.50,0.87,ly
112500,29.00,0.71,10.75,1.30,10.50,1.12,ly
112750,29.75,0.43,5.00,1.41,10.75,1.09,ly
113000,27.50,0.87,8.00,1.00,11.50,0.50,ly
113250,27.50,0.50,9.25,0.43,10.00,1.00,ly
113500,27.25,0.43,9.00,0.00,11.25,0.83,ly
113750,28.75,0.83,6.67,1.70,11.67,0.47,ly
114000,29.25,0.43,3.67,0.94,10.00,0.71,ly
114250,28.00,0.71,8.50,1.50,10.25,1.30,ly
114500,29.00,0.71,9.00,1.58,11.25,0.43,ly
114750,29.75,0.43,5.00,0.82,10.00,0.82,ly
115000,29.00,0.00,8.50,0.50,10.67,1.25,ly
115250,28.75,0.43,8.25,1.30,10.75,0.83,ly
115500,29.50,0.50,6.00,1.41,10.25,0.43,ly
115750,29.33,0.94,9.67,0.94,11.00,1.22,ly
116000,28.33,0.47,8.33,0.94,10.00,1.87,ly
116250,30.00,0.00,5.00,2.35,7.75,1.92,ly
116500,29.00,0.71,3.75,1.48,11.75,0.43,ly
116750,28.00,0.71,7.75,0.43,10.25,0.83,ly
117000,28.00,0.00,5.75,1.09,9.75,0.83,ly
117250,28.75,0.43,2.75,0.43,10.25,0.43,ly
117500,29.50,0.50,0.00,0.00,6.50,1.50,ly
117750,29.00,0.00,3.33,2.05,5.25,1.48,ly
118000,29.50,0.50,6.67,0.47,8.75,1.09,ly
118250,29.25,0.43,4.00,0.82,10.25,0.83,ly
118500,29.25,0.43,3.75,0.43,11.00,0.71,ly
118750,29.25,0.43,4.00,0.00,10.50,0.50,ly
119000,29.25,0.43,4.00,0.00,10.25,0.83,ly
119250,29.50,0.50,2.33,0.94,9.67,0.94,ly
119500,29.00,0.00,2.67,0.47,10.00,0.82,ly
119750,29.00,0.00,2.75,0.43,11.00,0.82,ly
0,48.00,0.00,6.25,0.43,2.00,0.71,ly
250,48.00,0.00,6.00,0.00,1.67,0.94,ly
500,48.00,0.00,6.00,0.00,2.00,1.00,ly
750,48.00,0.00,5.25,0.43,2.67,0.94,ly
1000,48.00,0.00,5.50,0.50,2.00,0.82,ly
1250,48.00,0.00,6.25,0.43,1.33,0.47,ly
1500,48.00,0.00,6.33,0.47,1.00,0.00,ly
1750,48.00,0.00,6.25,0.43,1.50,0.50,ly
2000,48.00,0.00,6.00,0.00,2.00,0.82,ly
2250,48.00,0.00,6.00,0.00,1.50,0.50,ly
2500,48.00,0.00,6.00,0.00,1.67,0.94,ly
2750,48.00,0.00,6.00,0.00,2.00,0.82,ly
3000,48.00,0.00,5.67,0.47,2.00,1.00,ly
3250,48.00,0.00,5.00,0.00,1.75,0.83,ly
3500,48.00,0.00,5.25,0.43,2.67,0.94,ly
3750,48.00,0.00,5.00,0.00,1.75,0.83,ly
4000,48.00,0.00,5.00,0.00,2.25,0.83,ly
4250,48.00,0.00,5.00,0.00,2.00,0.82,ly
4500,48.00,0.00,5.25,0.43,2.00,0.71,ly
4750,48.00,0.00,6.00,0.00,1.25,0.43,ly
5000,48.00,0.00,6.00,0.00,1.75,0.83,ly
5250,48.00,0.00,6.00,0.00,1.50,0.50,ly
5500,48.00,0.00,6.00,0.00,2.00,0.82,ly
5750,48.00,0.00,6.00,0.00,1.00,0.00,ly
6000,48.00,0.00,6.00,0.00,1.33,0.47,ly
6250,48.00,0.00,5.67,0.47,1.00,0.00,ly
6500,48.00,0.00,5.75,0.43,1.00,0.00,ly
6750,48.00,0.00,5.75,0.43,1.50,0.50,ly
7000,48.00,0.00,5.75,0.43,1.33,0.47,ly
7250,48.00,0.00,5.50,0.50,2.50,0.50,ly
7500,48.00,0.00,5.75,0.43,2.00,0.82,ly
7750,48.00,0.00,5.67,0.47,1.50,0.50,ly
8000,48.00,0.00,5.75,0.43,2.50,0.50,ly
8250,48.00,0.00,6.25,0.43,1.00,0.00,ly
8500,48.00,0.00,6.25,0.43,2.00,0.00,ly
8750,48.00,0.00,6.00,0.00,2.67,1.25,ly
9000,48.00,0.00,6.75,0.43,4.33,0.47,ly
9250,48.00,0.00,7.00,0.00,4.25,0.83,ly
9500,48.00,0.00,6.50,0.50,3.00,0.71,ly
9750,48.00,0.00,6.25,0.43,2.00,0.00,ly
10000,48.00,0.00,5.67,0.47,1.00,0.00,ly
10250,48.00,0.00,6.33,0.47,4.00,0.82,ly
10500,48.00,0.00,6.50,0.50,3.50,1.80,ly
10750,48.00,0.00,6.50,0.50,2.00,0.00,ly
11000,48.00,0.00,8.25,0.43,1.50,0.50,ly
11250,48.00,0.00,8.50,0.50,1.00,0.00,ly
11500,48.00,0.00,7.00,0.00,1.25,0.43,ly
11750,48.00,0.00,7.00,0.00,2.00,0.00,ly
12000,48.00,0.00,6.50,0.50,3.67,0.47,ly
12250,48.00,0.00,5.75,0.43,4.50,1.12,ly
12500,48.00,0.00,5.50,0.50,3.75,0.43,ly
12750,48.00,0.00,6.00,0.00,4.00,0.82,ly
13000,48.00,0.00,5.75,0.43,4.00,1.22,ly
13250,48.00,0.00,6.00,0.00,4.00,0.82,ly
13500,48.00,0.00,6.00,0.00,3.33,0.47,ly
13750,48.00,0.00,6.25,0.43,2.75,0.43,ly
14000,48.00,0.00,6.25,0.43,3.00,0.00,ly
14250,48.00,0.00,5.33,0.47,2.25,0.83,ly
14500,48.00,0.00,6.50,0.50,2.50,0.50,ly
14750,48.00,0.00,6.50,0.50,3.00,1.41,ly
15000,48.00,0.00,6.50,0.50,4.75,0.83,ly
15250,48.00,0.00,6.00,0.00,5.25,0.83,ly
15500,48.00,0.00,6.00,0.00,4.25,1.30,ly
15750,48.00,0.00,6.00,0.00,4.00,1.00,ly
16000,48.00,0.00,6.50,0.50,4.00,0.00,ly
16250,48.00,0.00,6.75,0.43,4.50,0.87,ly
16500,48.00,0.00,7.00,0.00,4.25,0.83,ly
16750,48.00,0.00,6.75,0.43,4.25,0.83,ly
17000,48.00,0.00,6.50,0.50,4.33,0.94,ly
17250,48.00,0.00,6.50,0.50,4.00,0.00,ly
17500,48.00,0.00,6.25,0.43,4.00,1.22,ly
17750,48.00,0.00,6.25,0.43,4.25,0.83,ly
18000,48.00,0.00,6.00,0.00,4.50,1.12,ly
18250,48.00,0.00,5.75,0.43,4.75,0.43,ly
18500,48.00,0.00,6.00,0.00,4.00,1.00,ly
18750,48.00,0.00,6.00,0.00,4.50,1.12,ly
19000,48.00,0.00,6.00,0.00,3.33,0.47,ly
19250,48.00,0.00,6.00,0.71,4.50,1.12,ly
19500,48.00,0.00,6.25,0.43,3.50,0.50,ly
19750,48.00,0.00,6.00,0.00,4.00,0.00,ly
20000,48.00,0.00,6.80,0.40,3.50,0.50,ly
20250,48.00,0.00,6.33,0.47,3.50,0.50,ly
20500,48.00,0.00,6.25,0.43,4.00,1.22,ly
20750,48.00,0.00,6.00,0.00,4.00,1.22,ly
21000,48.00,0.00,6.25,0.43,4.33,1.25,ly
21250,48.00,0.00,6.00,0.00,4.00,0.71,ly
21500,48.00,0.00,6.00,0.00,4.00,0.71,ly
21750,48.00,0.00,6.00,0.00,3.00,0.82,ly
22000,48.00,0.00,5.33,0.47,2.67,0.47,ly
22250,48.00,0.00,5.00,0.00,2.25,1.30,ly
22500,48.00,0.00,5.00,0.00,3.75,1.30,ly
22750,48.00,0.00,4.75,0.43,3.67,0.47,ly
23000,48.00,0.00,5.00,0.00,5.00,0.00,ly
23250,48.00,0.00,5.00,0.00,4.25,1.09,ly
23500,48.00,0.00,6.00,0.00,5.67,1.25,ly
23750,48.00,0.00,6.00,0.00,5.25,0.43,ly
24000,48.00,0.00,7.00,0.00,4.33,0.94,ly
24250,48.00,0.00,7.00,0.00,5.33,0.94,ly
24500,48.00,0.00,7.00,0.00,4.50,0.50,ly
24750,48.00,0.00,7.00,0.00,6.00,0.00,ly
25000,48.00,0.00,8.00,0.63,5.00,0.89,ly
25250,48.00,0.00,8.25,0.83,3.33,0.47,ly
25500,48.00,0.00,9.25,0.43,1.75,0.43,ly
25750,48.00,0.00,8.67,0.47,2.00,1.00,ly
26000,48.00,0.00,6.25,0.43,1.75,0.83,ly
26250,48.00,0.00,5.25,0.43,3.75,0.83,ly
26500,48.00,0.00,3.75,0.83,5.00,1.22,ly
26750,48.00,0.00,3.00,0.00,5.67,0.47,ly
27000,48.00,0.00,3.25,0.43,5.33,0.47,ly
27250,48.00,0.00,2.25,0.43,5.67,0.47,ly
27500,48.00,0.00,2.00,0.00,5.33,0.47,ly
27750,48.00,0.00,1.67,0.47,5.33,0.47,ly
28000,48.00,0.00,1.50,0.50,5.00,1.00,ly
28250,48.00,0.00,1.75,0.43,6.50,0.50,ly
28500,48.00,0.00,1.00,0.00,6.67,0.47,ly
28750,48.00,0.00,1.33,0.47,5.75,0.43,ly
29000,48.00,0.00,2.00,0.00,4.50,1.12,ly
29250,48.00,0.00,2.75,0.43,5.75,0.43,ly
29500,48.00,0.00,2.50,0.50,6.50,1.12,ly
29750,48.00,0.00,1.75,0.83,5.33,0.94,ly
30000,48.00,0.00,3.75,0.43,5.25,0.83,ly
30250,48.00,0.00,3.33,0.47,5.00,0.82,ly
30500,48.00,0.00,4.50,0.50,5.00,0.71,ly
30750,48.00,0.00,5.50,0.50,5.67,0.47,ly
31000,48.00,0.00,5.75,0.43,5.25,0.83,ly
31250,48.00,0.00,5.75,0.43,5.67,1.25,ly
31500,48.00,0.00,5.75,0.43,4.75,0.43,ly
31750,48.00,0.00,5.75,0.43,5.33,0.94,ly
32000,48.00,0.00,5.67,0.47,5.50,0.50,ly
32250,48.00,0.00,5.75,0.43,5.50,0.50,ly
32500,48.00,0.00,5.75,0.43,5.25,0.43,ly
32750,48.00,0.00,5.75,0.43,5.50,0.50,ly
33000,48.00,0.00,6.00,0.00,5.25,0.43,ly
33250,48.00,0.00,6.00,0.00,5.25,0.83,ly
33500,48.00,0.00,7.00,0.71,5.25,0.83,ly
33750,48.00,0.00,6.50,0.50,3.75,1.48,ly
34000,48.00,0.00,5.50,0.50,5.50,1.12,ly
34250,48.00,0.00,6.33,0.47,4.67,0.47,ly
34500,48.00,0.00,7.67,0.47,3.33,0.47,ly
34750,48.00,0.00,6.00,2.16,4.33,1.25,ly
35000,48.00,0.00,5.33,2.05,7.33,0.47,ly
35250,48.00,0.00,5.25,2.86,3.50,1.12,ly
35500,48.00,0.00,3.00,0.00,4.67,1.25,ly
35750,48.00,0.00,3.00,0.00,4.50,0.50,ly
36000,48.00,0.00,2.00,0.82,3.67,1.70,ly
36250,48.00,0.00,4.00,1.87,4.00,1.41,ly
36500,48.00,0.00,5.75,1.09,2.50,1.12,ly
36750,48.00,0.00,6.00,0.00,2.50,0.50,ly
37000,48.00,0.00,5.67,0.47,1.67,0.47,ly
37250,48.00,0.00,3.00,0.00,2.33,0.94,ly
37500,48.00,0.00,3.50,1.66,3.50,0.50,ly
37750,48.00,0.00,4.25,1.30,4.50,0.50,ly
38000,48.00,0.00,5.50,1.80,4.25,1.30,ly
38250,48.00,0.00,7.67,0.47,5.00,0.00,ly
38500,48.00,0.00,6.75,1.48,5.00,0.00,ly
38750,48.00,0.00,8.25,1.30,8.75,2.28,ly
39000,48.00,0.00,3.75,0.83,10.25,0.83,ly
39250,48.00,0.00,3.33,0.47,10.00,0.00,ly
39500,48.00,0.00,5.00,0.71,9.50,0.50,ly
39750,48.00,0.00,9.25,0.83,9.00,0.00,ly
40000,48.00,0.00,11.25,0.43,9.75,0.83,ly
40250,48.00,0.00,11.75,0.43,11.00,1.00,ly
40500,48.00,0.00,12.00,0.00,11.67,0.47,ly
40750,48.00,0.00,12.00,0.00,12.00,0.00,ly
41000,48.00,0.00,13.00,1.22,10.25,1.09,ly
41250,48.00,0.00,11.50,0.50,11.33,0.94,ly
41500,48.00,0.00,11.75,0.43,12.00,0.00,ly
41750,48.00,0.00,13.00,0.00,12.00,0.00,ly
42000,48.00,0.00,13.00,0.82,11.50,0.87,ly
42250,48.00,0.00,11.00,0.71,9.25,1.09,ly
42500,48.00,0.00,10.75,0.83,8.50,0.50,ly
42750,48.00,0.00,11.50,0.50,8.00,0.71,ly
43000,48.00,0.00,10.25,0.43,6.75,0.83,ly
43250,48.00,0.00,11.00,0.71,6.50,0.50,ly
43500,48.00,0.00,10.50,0.50,7.00,1.00,ly
43750,48.00,0.00,10.00,0.00,7.00,0.82,ly
44000,48.00,0.00,9.50,0.50,7.50,1.12,ly
44250,48.00,0.00,8.25,0.83,6.75,0.83,ly
44500,48.00,0.00,7.25,0.43,6.50,0.87,ly
44750,48.00,0.00,8.00,0.00,8.50,0.50,ly
45000,48.00,0.00,7.00,0.00,8.33,0.47,ly
45250,48.00,0.00,7.00,0.00,7.00,0.82,ly
45500,48.00,0.00,7.00,0.00,7.50,0.50,ly
45750,48.00,0.00,6.50,0.50,8.00,1.00,ly
46000,48.00,0.00,7.00,0.82,7.50,0.50,ly
46250,48.00,0.00,6.25,0.43,8.25,0.43,ly
46500,48.00,0.00,6.75,0.43,9.00,0.00,ly
46750,48.00,0.00,6.50,0.50,8.50,0.50,ly
47000,48.00,0.00,6.25,0.43,8.50,0.50,ly
47250,48.00,0.00,6.00,0.71,8.50,0.50,ly
47500,48.00,0.00,5.00,0.00,8.75,0.43,ly
47750,48.00,0.00,5.67,0.47,8.67,0.47,ly
48000,48.00,0.00,5.25,0.43,8.67,0.47,ly
48250,48.00,0.00,4.00,0.71,8.75,0.43,ly
48500,48.00,0.00,4.33,0.47,9.00,0.00,ly
48750,48.00,0.00,5.75,0.43,8.75,0.83,ly
49000,48.00,0.00,3.50,0.50,9.00,0.00,ly
49250,48.00,0.00,4.50,0.50,8.50,0.50,ly
49500,48.00,0.00,5.25,0.43,9.00,0.00,ly
49750,48.00,0.00,6.00,0.00,8.75,0.43,ly
50000,48.00,0.00,7.00,0.00,8.00,0.71,ly
